,Ganga,Marora,29.94,78.70
,Ganga,Masani,28.21,76.74
,Ganga,MassanjoreDam,24.11,87.31
,Ganga,Mathura,27.49,77.70
,Ganga,Matigara,26.72,88.38
,Ganga,Mawi,29.38,77.15
,Ganga,MejjaRoad,25.23,82.04
,Ganga,Mirzapur,25.16,82.55
,Ganga,MohammadGanj,24.42,83.86
,Ganga,Mohana,28.23,77.45
,Ganga,Mohana1,25.81,79.46
,Ganga,Mohanpur,22.40,87.35
,Ganga,Moradabad,28.82,78.80
,Ganga,Moradabad1,28.83,78.71
,Ganga,Motipur,28.27,80.88
,Ganga,Mukhlishpur,26.60,83.02
,Ganga,Munger,25.40,86.51
,Ganga,Nahargarh,24.19,75.23
,Ganga,Naini,25.37,81.80
,Ganga,Nandadih,24.03,86.44
,Ganga,NandadihHOIW,24.03,86.43
,Ganga,Nandkeshri,30.07,79.51
,Ganga,Narayanpur,23.88,87.91
,Ganga,Narhan,25.20,83.34
,Ganga,NaroraBarrage,28.19,78.40
,Ganga,Naugaon,30.79,78.14
,Ganga,Naula,29.74,79.25
,Ganga,Nautghat,25.44,78.72
,Ganga,Neemsar,27.34,80.48
,Ganga,Nimoda,26.29,76.62
,Ganga,Nutanhat,23.55,87.91
,Ganga,Pachauli,25.10,77.65
,Ganga,Palasipara,23.79,88.47
,Ganga,Pali,25.86,76.57
,Ganga,Paliakalan,28.38,80.55
,Ganga,Palla,28.83,77.22
,Ganga,PalmerGanj,24.82,84.25
,Ganga,Pancheshwar,29.44,80.24
,Ganga,PancheshwarG,29.45,80.25
,Ganga,PanchetDam,23.68,86.75
,Ganga,Paonta,30.43,77.62
,Ganga,Phaphamau,25.50,81.86
,Ganga,Phephna,24.75,84.04
,Ganga,Phulberia,22.68,86.68
,Ganga,Pipli,25.04,73.99
,Ganga,Poomagiri,29.13,80.19
,Ganga,Pratapgarh,25.93,82.00
,Ganga,Pratappur,25.35,81.67
,Ganga,Pupunki,23.72,86.20
,Ganga,Raibareli,26.24,81.21
,Ganga,Rajapur,25.38,81.18
,Ganga,Rajghat,24.77,78.23
,Ganga,Rajmahal,25.06,87.84
,Ganga,Rameshwar,29.52,80.10
,Ganga,Ramgarh,23.64,85.51
,Ganga,Ramnagar,29.39,79.13
,Ganga,Rampur,28.84,78.99
,Ganga,RangagoraPurihansa,23.07,86.37
,Ganga,Regauli,27.02,83.21
,Ganga,Rewaghat,25.98,85.06
,Ganga,RihandDam,24.20,83.00
,Ganga,Rishikesh,30.10,78.30
,Ganga,Rudraprayag,30.30,78.98
,Ganga,Rudraprayag1,30.30,78.99
,Ganga,RudraprayagBelowConfluence,30.29,78.98
,Ganga,Runisaidpur,26.39,85.51
,Ganga,Rupaligarh,29.28,80.30
,Ganga,Rusera,25.73,86.02
,Ganga,Sahibganj,25.28,87.67
,Ganga,Salavad,24.37,76.21
,Ganga,Salempur,26.29,83.94
,Ganga,SamastiPur,25.87,85.78
,Ganga,Sangod,24.97,76.29
,Ganga,SankoGhat,24.15,88.01
,Ganga,Sarangpur,23.55,76.45
,Ganga,Satna,24.54,80.89
,Ganga,Saulighat,26.57,85.62
,Ganga,Seondha,26.16,78.78
,Ganga,Shahijina,25.94,80.16
,Ganga,Shahjadpur,25.66,81.44
,Ganga,Shardanagar,28.06,80.97
,Ganga,SikanderPur,26.14,85.40
,Ganga,Sikatia,24.17,86.81
,Ganga,SilliguriChampasari,26.74,88.42
,Ganga,Simulia,23.30,86.36
,Ganga,Sirsa,25.27,82.10
,Ganga,Sitamarhi,25.27,82.29
,Ganga,Sonapur,26.46,88.24
,Ganga,Sonebarsha,26.84,85.59
,Ganga,Srinagar,30.21,78.75
,Ganga,Sripalpur,25.50,85.09
,Ganga,Sultanpur,26.29,82.13
,Ganga,Taibpur,26.38,88.15
,Ganga,Tajewala,30.30,77.58
,Ganga,Tal,23.72,75.35
,Ganga,Tantloi,24.02,87.26
,Ganga,Tawaghat,29.96,80.60
,Ganga,Tehri,30.42,78.63
,Ganga,TehriZeroPointBridge,30.38,78.48
,Ganga,TenughatDam,23.73,85.84
,Ganga,Thai,29.81,80.14
,Ganga,TilaiyaDam,24.32,85.52
,Ganga,TilparaBarrage,23.95,87.53
,Ganga,Tonk,26.21,75.77
,Ganga,TonsAquaduct,25.05,81.76
,Ganga,Trimohinighat,27.12,83.42
,Ganga,Triveni,27.44,83.92
,Ganga,TuiniP,30.96,77.85
,Ganga,TuiniT,30.99,77.85
,Ganga,Tumri,24.33,75.16
,Ganga,Turtipar,26.14,83.88
,Ganga,Tusuma,23.09,86.68
,Ganga,Udi,26.70,78.93
,Ganga,Ujjain,23.17,75.77
,Ganga,Uskabazar,27.22,83.14
,Ganga,Uttarkashi,30.73,78.45
,Ganga,Varanasi,25.32,83.04
,Ganga,YashwantNagar,30.88,77.21
,Godawari,Ambabal,19.29,81.79
,Godawari,Ashti,19.68,79.79
,Godawari,Babli,18.85,77.81
,Godawari,Balaghat,21.79,80.19
,Godawari,Balharsha,19.85,79.34
,Godawari,Bamini_Balharsha,19.81,79.38
,Godawari,Basar,18.86,77.96
,Godawari,Betmogra,18.71,77.54
,Godawari,Bhadrachalam,17.68,80.88
,Godawari,Bhandra,21.16,79.69
,Godawari,Bhatkhedda,18.43,76.67
,Godawari,Bhatpalli,19.32,79.47
,Godawari,Bishnur,21.11,78.13
,Godawari,Chass,19.95,74.29
,Godawari,Cherribeda,19.64,81.49
,Godawari,Chindnar,19.08,81.30
,Godawari,Degloor,18.56,77.58
,Godawari,Dhalegaon,19.23,76.36
,Godawari,Dowlaiswaram,16.95,81.81
,Godawari,Dummugudem,17.84,80.88
,Godawari,Eturunagaram,18.33,80.47
,Godawari,GR_Bridge,19.02,76.73
,Godawari,Gandlapet,18.82,78.44
,Godawari,gangakhed,18.98,76.75
,Godawari,Ghargaon,19.32,74.18
,Godawari,Ghugus,19.93,79.09
,Godawari,Hivra,20.60,78.32
,Godawari,Jagdalpur,19.11,82.02
,Godawari,JaikwadiDam,19.49,75.37
,Godawari,Jalaput_Dam,18.46,82.54
,Godawari,Kaleswaram,18.81,79.92
,Godawari,Kanergaon,19.96,77.15
,Godawari,Keolari,22.38,79.90
,Godawari,Kinnerasani,17.60,80.82
,Godawari,Kiwaibalenga,19.64,81.55
,Godawari,Koida,17.48,81.39
,Godawari,Konta,17.82,81.39
,Godawari,Kopergaon,19.88,74.48
,Godawari,Kosagumda,19.28,82.23
,Godawari,Kotta,18.78,82.51
,Godawari,Kumhari,21.88,80.17
,Godawari,Kunavaram,17.57,81.25
,Godawari,Lasur,19.94,74.99
,Godawari,Mancherial,18.83,79.45
,Godawari,Mangrul,20.19,77.99
,Godawari,Manjlegaon,19.17,76.25
,Godawari,Marlegaon,19.54,77.67
,Godawari,Mirdapalli,19.30,80.69
,Godawari,Murthahandi,19.04,82.28
,Godawari,Nanded,19.14,77.33
,Godawari,Nandgaon,20.52,78.80
,Godawari,Nandur_Madhameshwar,20.00,74.15
,Godawari,Nasik,20.00,73.80
,Godawari,NizamSagar,18.20,77.92
,Godawari,Nowrangpur,19.20,82.53
,Godawari,PG_Penganga_Bridge,19.82,78.57
,Godawari,Pachegaon,19.53,74.83
,Godawari,Palkhed,20.19,73.90
,Godawari,Pathagudem,18.85,80.35
,Godawari,Pauni,20.80,79.64
,Godawari,Perur,18.55,80.38
,Godawari,Polavaram,17.24,81.65
,Godawari,Potteru,18.19,81.80
,Godawari,Purna,19.18,77.01
,Godawari,RajahmundriGodavary,17.00,81.76
,Godawari,Rajegaon,21.62,80.25
,Godawari,Rajoli,20.05,79.71
,Godawari,Ramakona,21.72,78.82
,Godawari,Saigaon,18.06,77.02
,Godawari,Salebardi,20.91,79.93
,Godawari,Sangam,17.58,80.78
,Godawari,Saradaput,18.61,82.13
,Godawari,Satrapur,21.22,79.23
,Godawari,Sirpur,19.55,79.55
,Godawari,SitakesaChikhli,21.55,79.63
,Godawari,Somanpally,18.62,79.81
,Godawari,Sonarpal,19.27,81.88
,Godawari,Tegada_Cherla,18.11,80.87
,Godawari,Sukma,18.38,81.68
,Godawari,Tekra,18.98,79.94
,Godawari,Tumnar,19.01,81.23
,Godawari,Wairagarh,20.42,80.08
,Godawari,Yelli,19.04,77.45
,Godawari,Zari,19.39,76.77
,Indus,Akhnoor,32.89,74.74
,Indus,Dhamkund,33.23,75.15
,Indus,Ghousal,32.54,76.97
,Indus,Gulabgarh,33.27,76.17
,Indus,JammuTawi,32.72,74.85
,Indus,Khanabal,33.75,75.12
,Indus,Kidur,33.31,76.08
,Indus,Miyaranlla,32.74,76.68
,Indus,Nathpa,31.56,77.98
,Indus,Nunwan,34.01,75.31
,Indus,Pandowa,31.27,77.31
,Indus,Powari,31.54,78.28
,Indus,Premnagar,33.14,75.66
,Indus,RammunshiBagh,34.07,74.84
,Indus,Rampur,31.45,77.63
