Godawari_Dhalegaon,30623
Godawari_Dowlaiswaram,5.5
Godawari_Dummugudem,276582.49
Godawari_Eturunagaram,269768.02
Godawari_GR_Bridge,33331.76
Godawari_Gandlapet,1398.84
Godawari_gangakhed,33586.64
Godawari_Ghargaon,618.31
Godawari_Ghugus,19728.67
Godawari_Hivra,24.62
Godawari_Jagdalpur,7235.59
Godawari_JaikwadiDam,22087.37
Godawari_Jalaput_Dam,1971.9
Godawari_Kaleswaram,224746.91
Godawari_Kanergaon,3525.71
Godawari_Keolari,3024.58
Godawari_Kinnerasani,1627.7
Godawari_Kiwaibalenga,1531.14
Godawari_Koida,304437.42
Godawari_Konta,13727.84
Godawari_Kopergaon,7061.23
Godawari_Kosagumda,1660.09
Godawari_Kotta,1714.6
Godawari_Kumhari,8362.44
Godawari_Kunavaram,282249.87
Godawari_Lasur,1206.87
Godawari_Mancherial,101273.56
Godawari_Mangrul,2166.87
Godawari_Manjlegaon,3870.16
Godawari_Marlegaon,7298.15
Godawari_Mirdapalli,23897.81
Godawari_Murthahandi,113.63
Godawari_Nanded,51750.06
Godawari_Nandgaon,4517.38
Godawari_Nandur_Madhameshwar,4404.65
Godawari_Nasik,633.7
Godawari_NizamSagar,30.68
Godawari_Nowrangpur,3594.36
Godawari_PG_Penganga_Bridge,19632.87
Godawari_Pachegaon,5570.71
Godawari_Palkhed,834.62
Godawari_Pathagudem,38697.95
Godawari_Pauni,35888.14
Godawari_Perur,267149.97
Godawari_Polavaram,3.34
Godawari_Potteru,1142.74
Godawari_Purna,15519.68
Godawari_RajahmundriGodavary,1137
Godawari_Rajegaon,5386.8
Godawari_Rajoli,2658.91
Godawari_Ramakona,2493.62
Godawari_Saigaon,10210.33
Godawari_Salebardi,1729.5
Godawari_Sangam,1592.41
Godawari_Saradaput,5105.81
Godawari_Satrapur,11160.06
Godawari_Sirpur,47241.2
Godawari_SitakesaChikhli,1408.71
Godawari_Somanpally,12910.58
Godawari_Sonarpal,1478.44
Godawari_Tegada_Cherla,3245.89
Godawari_Sukma,8473.22
Godawari_Tekra,107740.68
Godawari_Tumnar,1857.26
Godawari_Wairagarh,1755.31
Godawari_Yelli,53532.97
Godawari_Zari,5529.06
Indus_Akhnoor,22549.23
Indus_Dhamkund,19837.27
Indus_Ghousal,4056.9
Indus_Gulabgarh,10011.29
Indus_JammuTawi,2175.82
Indus_Khanabal,1.26
Indus_Kidur,10162.46
Indus_Miyaranlla,962.23
Indus_Nathpa,48336.04
Indus_Nunwan,644.3
Indus_Pandowa,50919.34
Indus_Powari,46402.61
Indus_Premnagar,17295.97
Indus_RammunshiBagh,6.54
Indus_Rampur,49342.33
Indus_Safapora,17.63
Indus_Sangam,3617.75
