BLD_D2.5cm,BLD_D10cm,BLD_D22.5cm,BLD_D45cm,BLD_D80cm,BLD_D150cm,CLYPPT_D2.5cm,CLYPPT_D10cm,CLYPPT_D22.5cm,CLYPPT_D45cm,CLYPPT_D80cm,CLYPPT_D150cm,CRFVOL_D2.5cm,CRFVOL_D10cm,CRFVOL_D22.5cm,CRFVOL_D45cm,CRFVOL_D80cm,CRFVOL_D150cm,ORCDRC_D2.5cm,ORCDRC_D10cm,ORCDRC_D22.5cm,ORCDRC_D45cm,ORCDRC_D80cm,ORCDRC_D150cm,SLTPPT_D2.5cm,SLTPPT_D10cm,SLTPPT_D22.5cm,SLTPPT_D45cm,SLTPPT_D80cm,SLTPPT_D150cm,SNDPPT_D2.5cm,SNDPPT_D10cm,SNDPPT_D22.5cm,SNDPPT_D45cm,SNDPPT_D80cm,SNDPPT_D150cm
1287.87,1306.57,1337.15,1387.89,1448.44,1502.72,24.02,25.89,28.40,30.75,30.70,29.09,13.24,13.19,13.60,15.44,17.53,19.13,19.97,16.91,12.89,8.27,4.80,2.69,33.53,32.69,31.51,30.27,29.67,29.40,42.46,41.45,40.10,39.00,39.64,41.53
1351.10,1369.71,1400.13,1450.59,1510.81,1564.81,23.62,25.49,28.00,30.35,30.31,28.67,11.69,11.82,12.37,14.08,15.90,17.24,15.05,12.75,9.72,6.22,3.62,2.02,32.85,31.99,30.84,29.58,28.97,28.69,43.02,42.01,40.67,39.55,40.20,42.13
1387.91,1406.61,1437.17,1487.90,1548.42,1602.69,36.37,38.29,40.80,43.12,43.17,41.69,7.10,6.98,7.08,8.02,9.15,10.06,14.89,12.61,9.61,6.15,3.58,2.08,33.04,32.22,31.13,29.95,29.36,29.05,30.56,29.45,28.03,26.87,27.42,29.22
1368.12,1386.82,1417.38,1468.12,1528.64,1582.92,36.69,38.60,41.10,43.41,43.46,41.99,6.79,6.68,6.78,7.68,8.76,9.63,14.11,11.95,9.11,5.83,3.39,1.99,32.71,31.91,30.81,29.64,29.04,28.75,30.56,29.46,28.05,26.89,27.45,29.24
1420.19,1438.90,1469.47,1520.21,1580.76,1635.05,33.42,35.39,38.02,40.44,40.49,38.92,7.34,7.26,7.44,8.44,9.59,10.49,17.03,14.41,10.99,7.05,4.10,2.35,32.34,31.51,30.38,29.16,28.55,28.22,34.26,33.12,31.62,30.39,31.00,32.90
1402.08,1420.74,1451.25,1501.86,1562.26,1616.42,34.18,36.11,38.67,41.01,41.05,39.53,7.62,7.53,7.69,8.72,9.92,10.88,14.96,12.66,9.66,6.19,3.60,2.06,32.98,32.15,31.03,29.84,29.24,28.93,32.61,31.50,30.07,28.90,29.47,31.31
1400.83,1419.50,1450.02,1500.65,1561.08,1615.26,33.86,35.80,38.36,40.71,40.75,39.21,7.32,7.24,7.42,8.41,9.56,10.47,14.64,12.39,9.45,6.05,3.52,2.02,32.06,31.23,30.11,28.93,28.32,28.00,33.89,32.78,31.34,30.16,30.74,32.60
1352.66,1371.25,1401.64,1452.07,1512.24,1566.19,39.47,41.35,43.82,46.09,46.16,44.77,4.90,4.80,4.85,5.48,6.27,6.90,12.65,10.71,8.16,5.23,3.05,1.74,34.00,33.20,32.13,30.99,30.40,30.09,25.91,24.82,23.42,22.29,22.80,24.50
1361.28,1379.99,1410.57,1461.30,1521.85,1576.13,39.84,41.72,44.21,46.49,46.56,45.16,4.48,4.38,4.42,4.99,5.71,6.29,12.32,10.43,7.95,5.09,2.96,1.67,34.15,33.35,32.27,31.13,30.54,30.22,25.99,24.90,23.50,22.37,22.88,24.59
1397.60,1416.25,1446.74,1497.33,1557.70,1611.83,33.68,35.60,38.17,40.52,40.55,39.02,7.95,7.87,8.05,9.12,10.38,11.37,15.29,12.94,9.87,6.32,3.68,2.09,33.33,32.49,31.37,30.18,29.58,29.27,32.71,31.61,30.17,29.01,29.58,31.42
1373.71,1392.40,1422.94,1473.63,1534.11,1588.35,31.49,33.43,35.95,38.35,38.36,36.79,8.07,8.00,8.20,9.31,10.58,11.57,14.14,11.97,9.12,5.86,3.42,2.02,29.35,28.52,27.38,26.20,25.60,25.26,39.07,37.99,36.55,35.36,35.97,37.87
1388.98,1407.64,1438.18,1488.82,1549.25,1603.44,30.01,31.98,34.55,37.00,37.00,35.35,5.91,5.90,6.11,6.93,7.87,8.57,12.56,10.62,8.10,5.19,3.03,1.70,28.38,27.54,26.41,25.20,24.58,24.24,41.43,40.32,38.86,37.66,38.28,40.24
1420.18,1438.86,1469.41,1520.09,1580.57,1634.80,29.17,31.13,33.75,36.16,36.16,34.53,10.25,10.17,10.44,11.84,13.45,14.72,17.14,14.51,11.06,7.09,4.12,2.34,32.81,31.95,30.80,29.57,28.96,28.66,37.92,36.81,35.36,34.18,34.79,36.73
1411.81,1430.49,1461.02,1511.66,1572.10,1626.29,27.77,29.71,32.33,34.74,34.72,33.09,11.18,11.12,11.44,12.98,14.74,16.11,17.32,14.66,11.18,7.17,4.16,2.35,32.90,32.03,30.86,29.64,29.02,28.74,39.17,38.08,36.65,35.47,36.09,38.03
1401.09,1419.76,1450.27,1500.90,1561.31,1615.49,33.98,35.91,38.47,40.81,40.85,39.32,7.49,7.41,7.57,8.58,9.77,10.70,14.78,12.51,9.54,6.11,3.56,2.04,32.37,31.54,30.42,29.24,28.63,28.31,33.45,32.34,30.91,29.74,30.31,32.16
1237.30,1256.00,1286.57,1337.31,1397.85,1452.13,32.04,33.97,36.53,38.87,38.89,37.36,9.76,9.70,9.97,11.31,12.85,14.04,35.82,30.33,23.13,14.81,8.62,4.89,35.28,34.44,33.31,32.12,31.53,31.26,32.72,31.60,30.16,28.99,29.56,31.41
1252.63,1271.16,1301.46,1351.73,1411.71,1465.49,32.62,34.54,37.06,39.37,39.39,37.89,10.06,10.03,10.35,11.75,13.33,14.54,33.79,28.61,21.81,13.97,8.13,4.61,34.67,33.85,32.74,31.56,30.97,30.70,31.82,30.72,29.29,28.13,28.69,30.51
1312.19,1330.79,1361.20,1411.67,1471.88,1525.87,34.23,36.17,38.69,41.00,41.04,39.56,9.21,9.17,9.44,10.72,12.17,13.28,29.10,24.64,18.79,12.03,7.01,3.98,35.38,34.56,33.44,32.27,31.67,31.40,29.88,28.76,27.33,26.17,26.72,28.51
1331.79,1350.46,1381.02,1431.71,1492.17,1546.42,37.87,39.80,42.29,44.54,44.63,43.16,7.92,7.87,8.08,9.17,10.43,11.39,24.41,20.67,15.75,10.10,5.87,3.34,35.78,34.97,33.87,32.72,32.12,31.84,26.30,25.17,23.76,22.60,23.09,24.83
1346.74,1365.43,1395.97,1446.66,1507.15,1561.37,32.49,34.41,36.96,39.33,39.36,37.81,7.35,7.49,7.89,9.01,10.14,10.95,12.84,10.88,8.30,5.30,3.10,1.76,29.05,28.24,27.13,25.94,25.33,25.03,38.38,37.27,35.84,34.63,35.24,37.13
1258.87,1277.57,1308.14,1358.88,1419.42,1473.72,33.95,35.85,38.40,40.69,40.72,39.26,9.55,9.58,9.94,11.29,12.79,13.92,23.37,19.79,15.08,9.67,5.62,3.21,34.94,34.09,32.95,31.78,31.22,30.92,31.11,30.03,28.64,27.52,28.09,29.86
1364.24,1382.93,1413.50,1464.26,1524.78,1579.08,33.16,35.16,37.73,40.08,40.13,38.57,8.04,8.03,8.29,9.40,10.67,11.65,15.27,12.93,9.85,6.33,3.67,2.13,36.05,35.22,34.10,32.89,32.30,32.00,30.81,29.66,28.19,27.01,27.58,29.45
1210.64,1229.34,1259.93,1310.66,1371.20,1425.49,30.91,32.82,35.41,37.74,37.77,36.25,9.33,9.27,9.54,10.82,12.29,13.42,34.53,29.23,22.28,14.27,8.31,4.70,35.64,34.81,33.66,32.46,31.85,31.60,33.54,32.42,30.99,29.82,30.38,32.24
1312.50,1331.21,1361.80,1412.52,1473.08,1527.36,37.40,39.32,41.81,44.12,44.14,42.71,8.05,8.06,8.38,9.51,10.78,11.75,22.66,19.18,14.63,9.37,5.46,3.10,34.18,33.38,32.31,31.16,30.56,30.26,28.39,27.27,25.86,24.71,25.22,26.99
1343.23,1361.87,1392.34,1442.89,1503.22,1557.31,34.83,36.77,39.29,41.62,41.67,40.18,8.64,8.63,8.92,10.13,11.48,12.52,22.46,19.02,14.50,9.29,5.41,3.08,35.27,34.45,33.33,32.14,31.56,31.27,29.56,28.45,27.02,25.87,26.41,28.20
1327.09,1345.70,1376.13,1426.62,1486.87,1540.89,34.56,36.48,38.99,41.31,41.35,39.87,8.79,8.76,9.04,10.26,11.65,12.71,24.40,20.66,15.76,10.09,5.88,3.34,35.35,34.53,33.41,32.23,31.65,31.37,29.62,28.52,27.11,25.97,26.51,28.28
1316.60,1335.31,1365.88,1416.60,1477.13,1531.40,33.09,35.04,37.57,39.90,39.91,38.40,10.79,10.86,11.30,12.85,14.53,15.80,31.12,26.36,20.10,12.87,7.50,4.25,33.39,32.55,31.44,30.26,29.65,29.37,33.52,32.41,30.97,29.80,30.39,32.21
1323.41,1342.01,1372.42,1422.88,1483.10,1537.08,34.34,36.26,38.76,41.07,41.11,39.63,9.03,9.01,9.30,10.56,11.98,13.07,25.23,21.36,16.29,10.43,6.07,3.45,35.28,34.45,33.34,32.16,31.58,31.30,29.87,28.77,27.35,26.20,26.74,28.52
1263.31,1281.86,1312.19,1362.51,1422.55,1476.40,33.13,35.06,37.57,39.88,39.90,38.41,9.98,9.96,10.27,11.66,13.22,14.43,33.26,28.16,21.47,13.75,8.01,4.54,35.00,34.17,33.06,31.88,31.30,31.02,31.09,29.98,28.55,27.39,27.95,29.76
1348.51,1367.21,1397.78,1448.52,1509.06,1563.35,32.43,34.38,36.93,39.26,39.30,37.76,7.90,7.91,8.20,9.32,10.57,11.49,12.96,10.98,8.37,5.38,3.11,1.82,30.83,29.97,28.84,27.64,27.06,26.72,36.77,35.68,34.25,33.10,33.67,35.54
1404.61,1423.31,1453.88,1504.59,1565.11,1619.38,36.21,38.15,40.72,43.09,43.17,41.64,8.50,8.47,8.74,9.91,11.25,12.29,21.89,18.54,14.13,9.05,5.27,2.99,34.83,34.00,32.88,31.69,31.10,30.77,28.99,27.83,26.36,25.18,25.72,27.55
1341.44,1360.08,1390.54,1441.09,1501.41,1555.50,34.99,36.92,39.44,41.76,41.81,40.33,8.62,8.60,8.88,10.08,11.43,12.47,23.43,19.84,15.13,9.69,5.64,3.21,35.40,34.57,33.46,32.27,31.69,31.41,29.27,28.16,26.74,25.59,26.13,27.91
1213.94,1232.64,1263.22,1313.96,1374.50,1428.79,31.74,33.67,36.24,38.58,38.59,37.07,9.21,9.13,9.36,10.61,12.06,13.20,35.49,30.05,22.91,14.67,8.54,4.84,36.31,35.49,34.35,33.15,32.56,32.31,32.00,30.88,29.45,28.28,28.84,30.67
1260.23,1278.93,1309.50,1360.23,1420.76,1475.04,32.10,34.03,36.59,38.93,38.95,37.41,10.31,10.27,10.58,12.01,13.63,14.88,36.36,30.78,23.47,15.03,8.75,4.98,33.91,33.06,31.94,30.76,30.16,29.87,34.00,32.90,31.45,30.28,30.86,32.73
1334.86,1353.50,1383.95,1434.49,1494.80,1548.87,34.88,36.81,39.32,41.64,41.69,40.21,8.65,8.62,8.90,10.11,11.46,12.51,23.63,20.00,15.25,9.77,5.69,3.23,35.36,34.54,33.42,32.24,31.65,31.38,29.38,28.28,26.86,25.72,26.25,28.03
1417.80,1436.50,1467.07,1517.80,1578.33,1632.60,33.34,35.34,37.94,40.30,40.35,38.81,9.26,9.22,9.49,10.77,12.22,13.36,23.82,20.18,15.38,9.86,5.74,3.24,36.31,35.47,34.33,33.13,32.53,32.23,30.37,29.23,27.75,26.57,27.11,28.95
1346.72,1365.36,1395.83,1446.39,1506.72,1560.82,35.07,37.00,39.52,41.85,41.90,40.41,8.53,8.51,8.79,9.98,11.32,12.35,22.99,19.46,14.84,9.51,5.54,3.15,35.43,34.61,33.49,32.31,31.72,31.44,29.17,28.06,26.64,25.49,26.03,27.81
1323.39,1342.01,1372.46,1422.98,1483.26,1537.31,34.92,36.85,39.37,41.68,41.72,40.25,8.79,8.75,9.02,10.24,11.62,12.69,27.08,22.93,17.48,11.20,6.52,3.70,35.31,34.49,33.38,32.20,31.62,31.34,29.36,28.25,26.82,25.67,26.21,27.99
1254.46,1273.16,1303.72,1354.39,1414.90,1469.14,30.08,31.99,34.54,36.89,36.91,35.33,10.19,10.14,10.46,11.88,13.48,14.73,24.67,20.91,15.94,10.21,5.94,3.39,34.36,33.51,32.36,31.16,30.60,30.31,35.51,34.44,33.00,31.88,32.47,34.33
1281.26,1299.73,1329.92,1380.01,1439.79,1493.38,29.21,31.09,33.59,35.91,35.92,34.36,12.01,12.08,12.59,14.31,16.19,17.60,23.14,19.60,14.94,9.56,5.57,3.16,33.60,32.77,31.64,30.44,29.86,29.59,35.94,34.89,33.50,32.38,32.97,34.81
1430.71,1449.40,1479.93,1530.59,1591.05,1645.26,34.40,36.36,38.93,41.35,41.39,39.84,7.53,7.71,8.17,9.33,10.49,11.30,11.39,9.65,7.36,4.72,2.75,1.51,31.15,30.32,29.21,28.03,27.40,27.07,34.33,33.20,31.71,30.51,31.09,32.98
1400.96,1419.65,1450.20,1500.89,1561.38,1615.62,31.52,33.45,36.03,38.42,38.43,36.86,10.13,10.36,10.95,12.50,14.06,15.17,11.67,9.88,7.53,4.83,2.81,1.56,30.62,29.77,28.64,27.44,26.83,26.51,37.81,36.71,35.26,34.08,34.68,36.57
1378.65,1397.36,1427.93,1478.67,1539.21,1593.50,29.54,31.42,34.01,36.38,36.38,34.76,12.53,12.80,13.52,15.43,17.36,18.73,13.17,11.16,8.51,5.45,3.17,1.79,31.17,30.30,29.14,27.94,27.34,27.04,39.37,38.30,36.88,35.72,36.34,38.22
1359.80,1378.51,1409.09,1459.82,1520.37,1574.66,29.65,31.56,34.16,36.55,36.54,34.95,11.38,11.65,12.36,14.12,15.86,17.10,14.21,12.03,9.18,5.88,3.43,1.96,28.97,28.11,26.97,25.78,25.17,24.86,41.42,40.33,38.90,37.73,38.34,40.26
1383.44,1402.13,1432.71,1483.46,1543.99,1598.29,26.96,28.85,31.43,33.82,33.81,32.11,12.51,12.77,13.48,15.38,17.31,18.69,15.59,13.18,10.06,6.44,3.75,2.10,31.43,30.54,29.40,28.16,27.54,27.27,41.62,40.60,39.22,38.06,38.70,40.59
1397.42,1416.09,1446.62,1497.27,1557.71,1611.91,30.58,32.50,35.07,37.45,37.45,35.87,10.71,10.94,11.55,13.18,14.83,16.01,12.50,10.59,8.07,5.17,3.01,1.68,30.91,30.05,28.91,27.71,27.10,26.79,38.39,37.30,35.88,34.70,35.31,37.19
1379.94,1398.65,1429.21,1479.94,1540.47,1594.74,29.45,31.36,33.92,36.30,36.30,34.71,12.23,12.48,13.16,15.01,16.90,18.26,12.11,10.26,7.82,5.02,2.93,1.63,30.97,30.09,28.94,27.72,27.12,26.83,39.62,38.55,37.14,35.99,36.60,38.46
1394.34,1413.03,1443.58,1494.27,1554.75,1609.00,31.29,33.21,35.81,38.18,38.19,36.62,10.00,10.23,10.81,12.34,13.88,14.97,11.16,9.46,7.21,4.62,2.68,1.47,29.88,29.03,27.90,26.72,26.11,25.78,38.77,37.66,36.22,35.03,35.64,37.55
1424.01,1442.69,1473.21,1523.87,1584.32,1638.52,25.32,27.28,29.85,32.36,32.34,30.63,11.93,12.04,12.59,14.34,16.19,17.55,19.76,16.73,12.75,8.17,4.76,2.72,32.50,31.61,30.43,29.18,28.53,28.24,42.05,40.97,39.51,38.30,38.97,40.97
1408.77,1427.45,1457.96,1508.60,1569.03,1623.21,25.89,27.87,30.46,32.98,32.95,31.24,12.59,12.75,13.37,15.23,17.18,18.60,20.86,17.67,13.46,8.63,5.03,2.87,32.90,32.01,30.83,29.59,28.93,28.64,41.04,39.94,38.48,37.26,37.93,39.93
1401.24,1419.96,1450.52,1501.26,1561.81,1616.08,26.78,28.76,31.34,33.91,33.89,32.13,12.32,12.44,13.03,14.83,16.76,18.17,17.83,15.10,11.51,7.38,4.28,2.44,33.75,32.87,31.69,30.42,29.81,29.51,39.49,38.38,36.92,35.69,36.32,38.35
1445.36,1464.04,1494.64,1545.38,1605.90,1660.20,25.63,27.58,30.17,32.65,32.61,30.93,8.43,8.34,8.56,9.69,11.03,12.08,13.13,11.12,8.47,5.42,3.15,1.79,31.14,30.26,29.09,27.85,27.20,26.91,43.25,42.15,40.70,39.51,40.15,42.15
1388.58,1407.29,1437.86,1488.61,1549.15,1603.44,26.29,28.29,30.88,33.39,33.37,31.65,13.32,13.51,14.18,16.17,18.23,19.72,23.15,19.61,14.95,9.57,5.57,3.16,32.82,31.94,30.77,29.53,28.88,28.58,40.89,39.79,38.32,37.12,37.77,39.76
1428.64,1447.36,1477.94,1528.66,1589.22,1643.50,31.65,33.60,36.13,38.49,38.52,36.93,5.26,5.24,5.40,6.12,6.96,7.59,11.54,9.77,7.44,4.78,2.77,1.54,28.58,27.75,26.64,25.46,24.83,24.48,39.79,38.69,37.26,36.09,36.70,38.60
1379.99,1398.70,1429.25,1480.01,1540.54,1594.83,25.79,27.78,30.38,32.86,32.87,31.13,13.80,14.16,15.02,17.23,19.31,20.80,24.52,20.74,15.82,10.11,5.89,3.34,32.52,31.59,30.40,29.20,28.54,28.24,41.77,40.68,39.16,37.99,38.61,40.62
1406.89,1425.61,1456.19,1506.90,1567.48,1621.76,33.02,34.91,37.40,39.68,39.73,38.22,5.51,5.52,5.71,6.47,7.35,7.99,10.52,8.90,6.78,4.35,2.52,1.35,28.27,27.46,26.37,25.23,24.59,24.23,38.74,37.66,36.26,35.12,35.71,37.56
1351.79,1370.48,1401.05,1451.77,1512.29,1566.56,29.51,31.46,34.10,36.52,36.53,34.89,11.04,11.16,11.67,13.28,15.01,16.27,23.60,19.98,15.24,9.76,5.68,3.21,32.97,32.11,30.96,29.73,29.11,28.81,37.52,36.39,34.93,33.73,34.36,36.28
1302.17,1320.86,1351.44,1402.19,1462.73,1517.01,27.88,29.80,32.41,34.81,34.82,33.19,10.82,10.80,11.14,12.66,14.35,15.65,27.99,23.71,18.07,11.58,6.73,3.80,32.26,31.39,30.25,29.04,28.43,28.10,39.87,38.80,37.34,36.18,36.79,38.76
1328.90,1347.55,1378.05,1428.65,1489.03,1543.17,28.94,30.87,33.49,35.89,35.89,34.26,10.11,10.07,10.38,11.78,13.37,14.60,22.80,19.30,14.72,9.43,5.48,3.10,32.85,31.99,30.84,29.61,29.00,28.69,37.98,36.88,35.43,34.25,34.88,36.78
1318.70,1337.41,1367.98,1418.71,1479.24,1533.52,26.50,28.42,31.03,33.46,33.45,31.80,9.83,9.83,10.18,11.57,13.11,14.28,24.21,20.50,15.63,10.02,5.81,3.27,32.06,31.19,30.04,28.81,28.20,27.87,41.43,40.35,38.93,37.73,38.38,40.36
1321.74,1340.39,1370.88,1421.46,1481.82,1535.95,28.72,30.64,33.26,35.66,35.66,34.03,10.29,10.25,10.56,11.99,13.61,14.85,22.84,19.34,14.75,9.45,5.49,3.10,32.77,31.90,30.76,29.53,28.92,28.61,38.25,37.15,35.72,34.54,35.16,37.07
1334.39,1353.05,1383.56,1434.18,1494.57,1548.73,28.46,30.38,33.00,35.40,35.40,33.77,10.06,10.01,10.31,11.71,13.29,14.51,22.31,18.89,14.40,9.22,5.37,3.03,32.93,32.06,30.91,29.68,29.07,28.76,38.41,37.31,35.88,34.70,35.33,37.24
1307.35,1326.03,1356.60,1407.31,1467.80,1522.06,27.44,29.41,32.05,34.53,34.49,32.85,10.47,10.57,11.05,12.58,14.22,15.42,27.80,23.54,17.95,11.51,6.68,3.78,30.15,29.27,28.14,26.91,26.30,25.97,42.34,41.22,39.77,38.53,39.22,41.20
1269.39,1287.95,1318.25,1368.60,1428.65,1482.50,26.80,28.65,31.21,33.58,33.56,31.96,9.17,9.01,9.17,10.39,11.83,13.00,21.27,18.01,13.73,8.81,5.11,2.88,31.64,30.77,29.63,28.39,27.80,27.48,40.80,39.74,38.37,37.23,37.85,39.79
1345.41,1364.07,1394.58,1445.21,1505.62,1559.78,27.53,29.45,32.05,34.45,34.44,32.80,9.60,9.54,9.81,11.13,12.64,13.82,20.60,17.44,13.30,8.52,4.95,2.78,33.03,32.17,31.01,29.78,29.16,28.86,39.25,38.17,36.74,35.57,36.21,38.13
1335.92,1354.62,1385.18,1435.89,1496.40,1550.66,35.41,37.36,39.92,42.25,42.30,40.82,7.41,7.41,7.67,8.71,9.87,10.76,19.09,16.16,12.33,7.89,4.60,2.63,34.50,33.67,32.56,31.36,30.77,30.47,30.04,28.92,27.47,26.31,26.86,28.67
1247.47,1266.17,1296.74,1347.47,1408.01,1462.28,33.79,35.74,38.30,40.63,40.66,39.17,10.51,10.56,10.96,12.46,14.11,15.35,26.11,22.11,16.86,10.80,6.28,3.57,35.89,35.05,33.93,32.74,32.16,31.87,30.31,29.19,27.75,26.59,27.16,28.97
1327.04,1345.69,1376.18,1426.78,1487.15,1541.27,35.57,37.54,40.06,42.44,42.48,41.01,8.07,8.12,8.46,9.62,10.89,11.82,18.35,15.54,11.85,7.59,4.41,2.51,34.21,33.39,32.28,31.09,30.50,30.19,29.94,28.82,27.37,26.19,26.74,28.55
1345.72,1364.32,1394.71,1445.15,1505.33,1559.30,35.52,37.47,40.00,42.35,42.39,40.92,7.17,7.18,7.44,8.45,9.58,10.43,17.66,14.95,11.40,7.30,4.25,2.43,33.97,33.15,32.04,30.85,30.26,29.95,29.93,28.81,27.37,26.21,26.76,28.56
1273.32,1291.92,1322.33,1372.80,1433.01,1487.00,33.95,35.91,38.45,40.80,40.84,39.33,9.39,9.46,9.87,11.23,12.70,13.78,20.49,17.34,13.22,8.47,4.92,2.80,33.95,33.14,32.03,30.84,30.25,29.95,31.56,30.44,29.00,27.81,28.38,30.21
1382.40,1401.10,1431.66,1482.36,1542.86,1597.11,35.97,37.92,40.49,42.84,42.90,41.41,6.10,6.07,6.26,7.10,8.06,8.80,16.74,14.17,10.81,6.92,4.03,2.30,34.13,33.30,32.17,30.98,30.38,30.06,29.86,28.74,27.28,26.11,26.65,28.46
1335.33,1354.02,1384.58,1435.29,1495.80,1550.06,35.39,37.34,39.89,42.23,42.27,40.79,7.44,7.44,7.70,8.75,9.92,10.81,19.16,16.23,12.37,7.92,4.62,2.64,34.52,33.68,32.57,31.38,30.78,30.48,30.06,28.93,27.49,26.32,26.88,28.69
1345.67,1364.26,1394.65,1445.09,1505.27,1559.23,35.49,37.44,39.96,42.31,42.36,40.89,7.18,7.18,7.44,8.46,9.58,10.44,17.66,14.95,11.40,7.30,4.25,2.43,33.93,33.11,32.00,30.82,30.23,29.92,29.99,28.87,27.43,26.26,26.82,28.62
1371.07,1389.78,1420.36,1471.09,1531.63,1585.92,36.74,38.69,41.24,43.59,43.66,42.19,6.25,6.23,6.43,7.30,8.28,9.04,18.12,15.33,11.69,7.49,4.35,2.48,34.85,34.02,32.90,31.70,31.11,30.80,28.44,27.31,25.85,24.69,25.24,27.03
1459.51,1478.21,1508.74,1559.44,1619.92,1674.17,37.23,39.22,41.74,44.23,44.30,42.81,6.60,6.56,6.76,7.67,8.71,9.52,16.35,13.85,10.55,6.77,3.95,2.23,34.89,34.07,32.94,31.73,31.12,30.81,27.81,26.66,25.19,23.99,24.56,26.36
1373.19,1391.91,1422.50,1473.21,1533.78,1588.05,41.70,43.66,46.09,48.34,48.43,47.18,4.44,4.44,4.59,5.22,5.91,6.44,13.21,11.19,8.53,5.46,3.17,1.88,34.63,33.79,32.70,31.51,30.93,30.66,23.66,22.59,21.21,20.12,20.59,22.21
1354.66,1373.35,1403.90,1454.59,1515.07,1569.31,35.68,37.64,40.18,42.55,42.59,41.11,7.19,7.19,7.44,8.46,9.59,10.45,17.97,15.21,11.60,7.43,4.33,2.47,34.22,33.39,32.28,31.09,30.49,30.18,30.02,28.89,27.44,26.26,26.82,28.64
1341.41,1360.10,1390.65,1441.34,1501.82,1556.06,35.71,37.67,40.20,42.55,42.60,41.13,7.30,7.32,7.58,8.62,9.76,10.63,18.35,15.54,11.85,7.59,4.42,2.53,34.41,33.58,32.46,31.28,30.68,30.38,29.80,28.68,27.24,26.07,26.62,28.43
1346.20,1364.80,1395.19,1445.63,1505.82,1559.78,35.53,37.48,40.01,42.36,42.41,40.94,7.15,7.16,7.42,8.43,9.55,10.41,17.65,14.95,11.40,7.30,4.25,2.43,33.95,33.13,32.02,30.83,30.24,29.93,29.94,28.82,27.38,26.21,26.77,28.57
1249.36,1268.06,1298.59,1349.28,1409.77,1463.99,36.73,38.68,41.14,43.49,43.51,42.09,6.78,6.72,6.89,7.79,8.87,9.72,22.48,19.04,14.51,9.29,5.40,3.09,35.26,34.44,33.32,32.16,31.59,31.29,27.92,26.79,25.36,24.22,24.77,26.53
1346.34,1364.94,1395.33,1445.76,1505.94,1559.89,35.48,37.43,39.96,42.31,42.36,40.89,7.15,7.15,7.41,8.42,9.54,10.39,17.60,14.90,11.36,7.28,4.24,2.42,33.90,33.08,31.97,30.79,30.19,29.88,30.03,28.91,27.47,26.30,26.85,28.66
1375.37,1394.07,1424.62,1475.33,1535.83,1590.08,36.18,38.13,40.68,43.03,43.08,41.61,5.87,5.85,6.02,6.84,7.76,8.48,15.93,13.48,10.28,6.58,3.84,2.19,33.87,33.04,31.92,30.73,30.13,29.81,29.91,28.78,27.34,26.17,26.72,28.53
1379.90,1398.62,1429.18,1479.87,1540.40,1594.66,22.01,23.90,26.52,29.03,28.97,27.25,12.96,13.07,13.67,15.56,17.58,19.06,18.03,15.27,11.64,7.45,4.34,2.50,33.19,32.33,31.15,29.86,29.21,28.89,44.71,43.66,42.23,41.03,41.74,43.80
1430.94,1449.66,1480.24,1530.98,1591.49,1645.78,23.18,25.09,27.67,30.09,30.09,28.41,15.41,15.90,16.94,19.38,21.76,23.34,22.65,19.20,14.61,9.38,5.45,3.09,33.29,32.41,31.19,29.88,29.27,28.99,43.65,42.58,41.15,39.94,40.62,42.61
1399.05,1417.75,1448.31,1499.02,1559.53,1613.79,21.77,23.65,26.23,28.72,28.67,26.95,13.52,13.74,14.48,16.51,18.61,20.10,19.23,16.29,12.42,7.94,4.64,2.64,32.94,32.07,30.88,29.58,28.95,28.61,45.26,44.23,42.81,41.61,42.31,44.37
1405.41,1424.09,1454.61,1505.25,1565.70,1619.89,40.04,41.94,44.48,46.79,46.88,45.47,5.16,5.21,5.44,6.19,7.00,7.60,15.64,13.25,10.10,6.47,3.77,2.18,33.99,33.17,32.07,30.89,30.29,29.98,25.81,24.70,23.27,22.12,22.62,24.35
1448.55,1467.25,1497.82,1548.54,1609.06,1663.33,35.04,37.01,39.59,41.95,42.03,40.49,5.49,5.52,5.73,6.51,7.37,8.02,14.43,12.22,9.32,5.97,3.48,1.96,33.48,32.67,31.54,30.34,29.74,29.42,31.46,30.32,28.86,27.67,28.21,30.07
1445.66,1464.37,1494.93,1545.66,1606.19,1660.46,21.35,23.24,25.81,28.29,28.24,26.51,10.28,10.32,10.75,12.24,13.84,15.03,16.09,13.62,10.38,6.65,3.87,2.23,31.84,30.99,29.81,28.51,27.87,27.52,46.80,45.76,44.35,43.16,43.85,45.91
1383.22,1401.92,1432.50,1483.22,1543.75,1598.02,41.00,42.89,45.41,47.70,47.79,46.36,4.27,4.30,4.48,5.09,5.76,6.25,12.20,10.34,7.88,5.05,2.97,1.70,32.54,31.74,30.68,29.51,28.91,28.59,26.41,25.28,23.87,22.73,23.26,25.01
1391.48,1410.18,1440.75,1491.46,1551.99,1606.26,21.81,23.69,26.28,28.78,28.72,27.01,13.80,14.02,14.77,16.84,18.98,20.50,19.48,16.50,12.58,8.05,4.70,2.68,33.22,32.35,31.15,29.87,29.23,28.89,44.94,43.91,42.48,41.29,42.00,44.06
