BLD_D2.5cm,BLD_D10cm,BLD_D22.5cm,BLD_D45cm,BLD_D80cm,BLD_D150cm,CLYPPT_D2.5cm,CLYPPT_D10cm,CLYPPT_D22.5cm,CLYPPT_D45cm,CLYPPT_D80cm,CLYPPT_D150cm,CRFVOL_D2.5cm,CRFVOL_D10cm,CRFVOL_D22.5cm,CRFVOL_D45cm,CRFVOL_D80cm,CRFVOL_D150cm,ORCDRC_D2.5cm,ORCDRC_D10cm,ORCDRC_D22.5cm,ORCDRC_D45cm,ORCDRC_D80cm,ORCDRC_D150cm,SLTPPT_D2.5cm,SLTPPT_D10cm,SLTPPT_D22.5cm,SLTPPT_D45cm,SLTPPT_D80cm,SLTPPT_D150cm,SNDPPT_D2.5cm,SNDPPT_D10cm,SNDPPT_D22.5cm,SNDPPT_D45cm,SNDPPT_D80cm,SNDPPT_D150cm
1253.44,1271.60,1301.29,1350.55,1409.34,1462.05,19.69,21.40,23.72,25.93,25.88,24.31,16.75,17.26,18.42,21.05,23.59,25.30,38.26,32.39,24.70,15.82,9.21,5.23,33.65,32.86,31.80,30.63,30.02,29.70,43.78,42.84,41.58,40.54,41.19,43.09
1383.85,1402.55,1433.13,1483.87,1544.41,1598.70,36.65,38.57,41.10,43.38,43.45,42.00,8.46,8.40,8.61,9.77,11.12,12.16,23.79,20.15,15.37,9.84,5.73,3.25,38.36,37.53,36.39,35.18,34.63,34.39,25.03,23.92,22.51,21.37,21.89,23.62
994.33,1009.91,1035.39,1077.67,1128.12,1173.35,16.21,17.63,19.56,21.44,21.39,20.07,17.39,17.94,19.17,21.90,24.51,26.27,39.18,33.17,25.29,16.20,9.45,5.37,28.64,27.97,27.05,26.04,25.53,25.26,38.49,37.73,36.70,35.86,36.41,38.02
1361.20,1379.92,1410.49,1461.23,1521.77,1576.06,22.30,24.21,26.68,29.06,29.04,27.31,10.84,10.66,10.83,12.25,13.97,15.36,17.11,14.50,11.06,7.08,4.11,2.33,32.53,31.69,30.52,29.26,28.63,28.37,45.16,44.17,42.83,41.72,42.38,44.33
1225.29,1243.97,1274.50,1325.14,1385.58,1439.77,22.43,24.22,26.67,28.96,28.93,27.32,20.59,21.02,22.21,25.34,28.52,30.75,45.11,38.19,29.12,18.65,10.86,6.17,35.06,34.21,33.05,31.80,31.21,30.97,42.37,41.41,40.12,39.08,39.72,41.56
1442.24,1460.71,1490.91,1541.02,1600.81,1654.42,25.61,27.47,29.98,32.32,32.30,30.70,7.79,7.86,8.19,9.32,10.53,11.43,16.29,13.79,10.52,6.73,3.92,2.25,34.90,34.06,32.91,31.67,31.07,30.79,38.27,37.24,35.88,34.76,35.38,37.26
1351.91,1370.63,1401.20,1451.94,1512.48,1566.76,27.03,28.95,31.56,33.96,33.97,32.25,11.15,10.90,11.00,12.42,14.19,15.65,16.20,13.68,10.45,6.69,3.90,2.20,32.66,31.80,30.64,29.38,28.76,28.46,40.30,39.26,37.83,36.70,37.31,39.22
1322.05,1340.74,1371.29,1421.99,1482.48,1536.72,26.03,27.91,30.44,32.76,32.73,31.16,10.10,10.05,10.33,11.72,13.32,14.55,22.39,18.96,14.46,9.26,5.38,3.03,34.71,33.85,32.71,31.47,30.87,30.61,39.19,38.17,36.81,35.70,36.31,38.20
1092.42,1109.51,1137.44,1183.78,1239.09,1288.67,17.84,19.37,21.50,23.53,23.48,22.02,20.75,21.44,22.92,26.11,29.07,31.03,51.84,43.90,33.47,21.44,12.48,7.08,31.08,30.39,29.43,28.37,27.81,27.51,42.44,41.58,40.41,39.43,40.04,41.81
1465.34,1483.99,1514.47,1565.06,1625.42,1679.54,27.16,29.03,31.58,33.94,33.93,32.33,7.05,7.07,7.34,8.35,9.45,10.28,13.78,11.67,8.90,5.69,3.31,1.91,34.66,33.82,32.66,31.42,30.81,30.53,37.91,36.86,35.47,34.34,34.95,36.85
895.60,910.44,934.71,974.96,1023.00,1066.08,14.59,15.89,17.69,19.43,19.39,18.14,19.92,20.63,22.11,25.28,28.26,30.24,45.21,38.28,29.19,18.70,10.88,6.18,26.55,25.93,25.05,24.10,23.61,23.35,38.23,37.54,36.60,35.83,36.37,37.88
1340.34,1358.93,1389.30,1439.71,1499.85,1553.79,24.11,25.99,28.50,30.86,30.84,29.18,10.02,9.87,10.07,11.41,13.00,14.25,16.01,13.56,10.34,6.62,3.85,2.15,32.08,31.23,30.07,28.84,28.23,27.92,43.15,42.14,40.79,39.67,40.31,42.25
1077.69,1095.38,1124.30,1172.29,1229.54,1280.88,17.80,19.39,21.58,23.70,23.64,22.15,24.86,25.80,27.70,31.73,35.49,37.99,55.73,47.19,35.98,23.04,13.42,7.61,31.95,31.18,30.12,28.96,28.37,28.07,44.84,44.02,42.88,41.95,42.60,44.40
1384.57,1402.92,1432.92,1482.70,1542.11,1595.37,23.93,25.75,28.21,30.51,30.49,28.89,10.26,10.42,10.95,12.47,14.04,15.17,22.63,19.16,14.61,9.35,5.44,3.10,34.62,33.79,32.67,31.45,30.85,30.56,39.60,38.59,37.25,36.15,36.77,38.66
1365.67,1384.23,1414.57,1464.91,1524.99,1578.85,24.71,26.58,29.09,31.42,31.40,29.80,10.83,10.76,11.05,12.54,14.25,15.58,20.36,17.24,13.15,8.42,4.90,2.77,34.52,33.67,32.53,31.29,30.69,30.41,40.00,38.99,37.64,36.52,37.15,39.05
1415.67,1434.39,1464.96,1515.69,1576.25,1630.53,26.47,28.43,31.08,33.52,33.52,31.77,10.29,10.07,10.21,11.54,13.17,14.51,16.43,13.91,10.61,6.79,3.97,2.19,33.39,32.54,31.37,30.08,29.46,29.15,40.14,39.04,37.60,36.40,37.02,39.01
801.51,816.43,840.85,881.33,929.64,972.96,11.56,12.73,14.38,15.99,15.93,14.71,24.08,25.03,26.92,30.78,34.31,36.62,56.10,47.50,36.21,23.20,13.51,7.66,26.34,25.77,24.96,24.03,23.53,23.21,41.92,41.32,40.47,39.78,40.37,41.89
1492.24,1510.95,1541.53,1592.26,1652.81,1707.10,22.15,24.07,26.55,28.91,28.85,27.20,6.89,6.97,7.30,8.31,9.39,10.17,16.07,13.60,10.38,6.64,3.87,2.22,36.24,35.37,34.21,32.93,32.29,32.04,41.62,40.61,39.25,38.14,38.78,40.71
1319.68,1338.40,1368.97,1419.70,1480.25,1534.54,25.16,27.09,29.74,32.12,32.10,30.42,10.29,10.24,10.54,11.97,13.58,14.83,23.90,20.24,15.43,9.88,5.75,3.29,42.23,41.40,40.28,39.06,38.49,38.26,32.61,31.48,30.00,28.80,29.40,31.32
1382.70,1401.42,1431.99,1482.71,1543.26,1597.54,22.63,24.50,26.99,29.34,29.29,27.69,11.38,11.24,11.50,13.05,14.84,16.25,23.10,19.56,14.92,9.55,5.56,3.12,33.40,32.53,31.37,30.13,29.51,29.22,43.95,42.97,41.65,40.54,41.21,43.15
561.34,571.77,588.84,617.14,650.92,681.21,6.86,7.63,8.73,9.83,9.78,8.95,18.88,19.73,21.32,24.36,27.03,28.69,40.22,34.05,25.97,16.63,9.68,5.49,17.11,16.75,16.22,15.60,15.23,14.99,31.81,31.40,30.82,30.35,30.77,31.87
1391.30,1410.00,1440.59,1491.33,1551.87,1606.15,23.58,25.46,28.06,30.47,30.43,28.73,15.12,15.61,16.67,19.06,21.38,22.95,24.83,21.02,16.03,10.26,5.97,3.39,33.80,32.94,31.77,30.49,29.82,29.54,42.71,41.62,40.20,39.03,39.70,41.71
1386.79,1405.16,1435.18,1484.99,1544.43,1597.72,23.92,25.74,28.21,30.52,30.50,28.89,10.21,10.36,10.88,12.39,13.96,15.09,22.48,19.03,14.51,9.29,5.41,3.08,34.75,33.92,32.80,31.58,30.98,30.69,39.54,38.53,37.18,36.07,36.70,38.59
1287.54,1306.24,1336.82,1387.56,1448.10,1502.39,23.36,25.23,27.76,30.18,30.13,28.47,15.55,15.81,16.63,18.96,21.37,23.10,31.52,26.69,20.36,13.04,7.59,4.32,35.10,34.22,33.04,31.79,31.17,30.89,41.59,40.57,39.20,38.06,38.72,40.65
1419.37,1438.05,1468.57,1519.21,1579.65,1633.84,25.62,27.57,30.19,32.65,32.63,30.93,7.86,7.73,7.86,8.90,10.15,11.15,14.43,12.22,9.32,5.97,3.46,1.95,35.88,35.02,33.83,32.56,31.95,31.66,38.37,37.27,35.81,34.61,35.24,37.21
1419.37,1438.05,1468.57,1519.21,1579.65,1633.84,25.62,27.57,30.19,32.65,32.63,30.93,7.86,7.73,7.86,8.90,10.15,11.15,14.43,12.22,9.32,5.97,3.46,1.95,35.88,35.02,33.83,32.56,31.95,31.66,38.37,37.27,35.81,34.61,35.24,37.21
1461.93,1480.58,1511.06,1561.64,1621.99,1676.11,27.42,29.30,31.85,34.22,34.21,32.61,7.12,7.14,7.42,8.44,9.55,10.39,13.90,11.77,8.98,5.74,3.34,1.93,34.68,33.84,32.68,31.44,30.84,30.55,37.61,36.55,35.16,34.03,34.64,36.53
1349.11,1367.60,1397.80,1447.94,1507.77,1561.41,20.49,22.21,24.65,26.96,26.88,25.36,9.63,9.63,9.96,11.32,12.84,13.98,11.56,9.78,7.46,4.80,2.73,1.45,32.83,32.01,30.83,29.58,28.97,28.66,45.50,44.60,43.35,42.29,42.93,44.82
1311.98,1329.63,1358.49,1406.37,1463.51,1514.74,19.66,21.34,23.67,25.84,25.80,24.25,11.19,11.44,12.10,13.80,15.51,16.71,23.64,20.02,15.26,9.77,5.68,3.27,32.78,31.98,30.86,29.68,29.11,28.83,41.96,41.06,39.85,38.85,39.46,41.27
1199.06,1217.36,1247.26,1296.89,1356.10,1409.19,20.96,22.72,25.10,27.37,27.32,25.75,19.56,20.13,21.43,24.51,27.50,29.55,40.89,34.62,26.40,16.90,9.84,5.61,34.61,33.79,32.67,31.46,30.87,30.58,42.25,41.32,40.04,39.00,39.64,41.51
1035.35,1052.16,1079.65,1125.25,1179.68,1228.48,16.76,18.22,20.25,22.19,22.13,20.73,23.42,24.25,25.98,29.60,32.92,35.10,57.34,48.55,37.02,23.71,13.80,7.83,29.55,28.89,27.97,26.95,26.40,26.09,43.58,42.77,41.67,40.74,41.35,43.07
1376.18,1394.89,1425.46,1476.21,1536.74,1591.04,20.56,22.25,24.70,27.08,26.97,25.50,9.58,9.59,9.92,11.28,12.80,13.92,9.92,8.40,6.40,4.13,2.32,1.19,34.57,33.74,32.50,31.20,30.58,30.30,44.93,44.04,42.80,41.72,42.37,44.22
1298.20,1316.89,1347.45,1398.13,1458.63,1512.87,22.59,24.44,26.95,29.25,29.23,27.62,10.93,10.81,11.05,12.53,14.26,15.62,17.94,15.20,11.59,7.42,4.31,2.43,32.86,32.01,30.85,29.58,28.98,28.71,44.44,43.47,42.17,41.09,41.74,43.63
1365.79,1384.35,1414.69,1465.03,1525.10,1578.96,24.69,26.56,29.07,31.40,31.38,29.78,10.78,10.70,11.00,12.48,14.18,15.50,20.35,17.23,13.14,8.41,4.90,2.77,34.53,33.68,32.53,31.30,30.69,30.42,40.02,39.00,37.65,36.53,37.16,39.06
1271.91,1290.33,1320.48,1370.53,1430.19,1483.74,24.65,26.55,29.03,31.36,31.35,29.69,9.52,9.25,9.32,10.53,12.04,13.29,18.02,15.25,11.63,7.45,4.35,2.49,30.30,29.44,28.27,27.04,26.45,26.16,43.68,42.67,41.35,40.25,40.85,42.73
1349.89,1368.59,1399.17,1449.91,1510.45,1564.74,20.78,22.59,25.05,27.38,27.34,25.70,12.99,12.97,13.37,15.19,17.23,18.80,18.59,15.74,12.01,7.69,4.48,2.55,33.88,33.04,31.88,30.60,29.98,29.71,45.34,44.40,43.13,42.05,42.72,44.65
1376.07,1394.71,1425.17,1475.71,1536.03,1590.11,29.22,31.14,33.69,36.02,36.02,34.47,9.50,9.46,9.73,11.04,12.55,13.71,21.13,17.89,13.65,8.74,5.08,2.87,35.55,34.71,33.57,32.36,31.77,31.49,34.87,33.80,32.39,31.25,31.84,33.70
1172.98,1190.51,1219.16,1266.70,1323.43,1374.29,18.82,20.47,22.76,24.89,24.84,23.28,15.43,15.86,16.87,19.25,21.55,23.12,47.86,40.53,30.90,19.79,11.52,6.55,31.58,30.86,29.87,28.77,28.20,27.90,43.31,42.37,41.08,40.02,40.64,42.51
1401.36,1419.99,1450.62,1501.38,1561.90,1616.15,19.64,21.25,23.70,26.05,25.84,24.48,11.17,11.20,11.59,13.22,14.96,16.27,9.35,7.89,5.98,3.88,2.10,1.02,35.20,34.43,33.22,31.88,31.33,30.93,45.19,44.31,43.08,42.09,42.69,44.60
1321.97,1340.68,1371.26,1421.99,1482.54,1536.83,25.15,27.07,29.72,32.11,32.08,30.40,10.20,10.16,10.46,11.87,13.47,14.71,23.87,20.21,15.41,9.87,5.75,3.28,42.16,41.34,40.22,39.00,38.42,38.20,32.69,31.56,30.08,28.88,29.48,31.40
1425.11,1443.80,1474.35,1525.04,1585.54,1639.78,24.26,26.20,28.79,31.24,31.18,29.49,11.75,11.88,12.44,14.16,15.99,17.33,20.24,17.15,13.07,8.38,4.87,2.75,34.74,33.86,32.68,31.40,30.79,30.49,40.95,39.89,38.46,37.26,37.93,39.90
1382.90,1401.60,1432.18,1482.92,1543.46,1597.75,23.79,25.76,28.45,30.85,30.83,29.06,7.29,7.17,7.30,8.26,9.41,10.34,21.07,17.84,13.60,8.71,5.06,2.87,41.01,40.15,38.99,37.78,37.18,36.93,35.23,34.08,32.57,31.35,32.00,33.95
1077.42,1094.44,1122.26,1168.42,1223.51,1272.90,17.61,19.12,21.23,23.23,23.18,21.74,21.35,22.07,23.61,26.89,29.93,31.94,53.02,44.90,34.23,21.93,12.76,7.24,30.68,30.00,29.05,28.00,27.45,27.14,42.70,41.86,40.70,39.74,40.35,42.11
1361.73,1380.27,1410.58,1460.89,1520.91,1574.72,21.27,23.02,25.50,27.83,27.75,26.21,8.93,8.88,9.13,10.36,11.77,12.85,12.70,10.75,8.19,5.26,3.01,1.61,32.50,31.66,30.48,29.23,28.60,28.30,45.40,44.47,43.18,42.10,42.75,44.66
1365.76,1384.47,1415.03,1465.77,1526.30,1580.57,40.97,42.82,45.31,47.55,47.64,46.28,3.23,3.13,3.15,3.55,4.07,4.50,12.29,10.40,7.93,5.08,2.96,1.71,34.78,33.97,32.88,31.71,31.13,30.85,24.24,23.16,21.77,20.68,21.16,22.83
1501.32,1520.03,1550.61,1601.34,1661.89,1716.18,21.81,23.68,26.19,28.56,28.49,26.83,6.89,6.96,7.28,8.29,9.36,10.15,16.44,13.92,10.61,6.79,3.96,2.25,36.42,35.56,34.38,33.09,32.47,32.19,41.81,40.81,39.45,38.33,38.98,40.91
1386.21,1404.71,1434.95,1485.12,1544.99,1598.66,37.09,38.97,41.47,43.76,43.83,42.39,4.23,4.13,4.18,4.74,5.40,5.95,12.35,10.45,7.97,5.10,2.97,1.70,34.51,33.70,32.59,31.40,30.82,30.54,27.28,26.21,24.82,23.70,24.22,25.94
1457.23,1475.88,1506.36,1556.94,1617.30,1671.42,30.98,32.90,35.46,37.83,37.85,36.28,6.65,6.64,6.85,7.77,8.82,9.62,14.01,11.86,9.05,5.79,3.38,1.92,34.37,33.53,32.39,31.17,30.56,30.27,34.36,33.27,31.86,30.70,31.29,33.14
1425.59,1444.29,1474.86,1525.58,1586.11,1640.38,33.62,35.60,38.22,40.60,40.65,39.09,7.84,7.85,8.13,9.23,10.47,11.40,18.52,15.69,11.96,7.66,4.46,2.52,37.29,36.45,35.31,34.10,33.50,33.22,29.08,27.93,26.45,25.26,25.82,27.67
1365.78,1384.34,1414.68,1465.02,1525.09,1578.95,24.69,26.56,29.07,31.40,31.38,29.78,10.77,10.70,10.99,12.47,14.17,15.49,20.35,17.23,13.14,8.41,4.90,2.77,34.53,33.68,32.53,31.30,30.70,30.42,40.02,39.00,37.65,36.53,37.16,39.06
1259.68,1278.39,1308.97,1359.70,1420.24,1474.54,23.96,25.79,28.30,30.65,30.63,29.01,21.66,22.36,23.88,27.32,30.63,32.88,38.60,32.67,24.91,15.96,9.29,5.27,34.45,33.61,32.43,31.18,30.58,30.32,41.63,40.64,39.30,38.21,38.84,40.71
1377.88,1396.30,1426.41,1476.37,1535.98,1589.43,27.58,29.53,32.09,34.54,34.51,32.90,10.03,9.85,10.02,11.33,12.94,14.20,15.88,13.44,10.25,6.56,3.80,2.14,34.04,33.19,32.03,30.84,30.22,29.94,36.89,35.78,34.36,33.14,33.74,35.67
1232.71,1251.05,1281.03,1330.78,1390.14,1443.37,21.05,22.83,25.22,27.52,27.47,25.89,17.91,18.40,19.56,22.36,25.10,26.99,36.99,31.32,23.89,15.29,8.89,5.09,35.33,34.51,33.37,32.15,31.57,31.29,41.70,40.75,39.46,38.40,39.04,40.92
1512.11,1530.80,1561.33,1611.99,1672.46,1726.67,26.56,28.55,31.17,33.64,33.62,31.92,7.99,7.92,8.12,9.20,10.46,11.45,13.72,11.62,8.86,5.67,3.29,1.84,40.39,39.55,38.39,37.13,36.53,36.29,32.92,31.80,30.33,29.13,29.73,31.67
1437.45,1455.91,1486.07,1536.13,1595.86,1649.42,25.97,27.83,30.34,32.67,32.66,31.07,7.91,7.97,8.32,9.46,10.69,11.60,16.30,13.80,10.52,6.74,3.92,2.25,34.73,33.89,32.74,31.51,30.91,30.63,37.98,36.95,35.59,34.48,35.09,36.96
1377.86,1396.56,1427.13,1477.87,1538.41,1592.69,22.70,24.59,27.11,29.49,29.45,27.79,12.36,12.29,12.65,14.35,16.31,17.81,22.03,18.66,14.22,9.11,5.31,3.01,35.38,34.53,33.37,32.11,31.50,31.24,41.92,40.91,39.54,38.42,39.06,41.00
1364.02,1382.55,1412.84,1463.11,1523.09,1576.87,20.68,22.47,24.94,27.28,27.23,25.55,11.11,11.34,11.97,13.67,15.38,16.59,21.46,18.18,13.86,8.85,5.13,3.00,36.06,35.24,34.07,32.82,32.22,31.94,42.38,41.42,40.09,39.00,39.66,41.57
1434.79,1453.40,1483.83,1534.30,1594.54,1648.55,31.19,33.14,35.72,38.12,38.14,36.56,7.63,7.68,7.99,9.09,10.28,11.17,17.66,14.95,11.41,7.31,4.25,2.41,36.39,35.54,34.39,33.15,32.56,32.30,31.92,30.82,29.38,28.21,28.79,30.62
1369.80,1388.36,1418.70,1469.06,1529.15,1583.02,21.22,22.99,25.47,27.81,27.73,26.17,8.62,8.56,8.78,9.96,11.33,12.38,12.29,10.40,7.93,5.09,2.91,1.55,32.63,31.78,30.60,29.35,28.72,28.42,45.44,44.49,43.19,42.11,42.76,44.69
1465.24,1483.89,1514.38,1564.96,1625.33,1679.46,27.78,29.68,32.24,34.61,34.60,33.00,7.08,7.11,7.38,8.39,9.49,10.33,14.50,12.28,9.37,5.99,3.49,2.00,34.97,34.12,32.96,31.72,31.12,30.83,36.98,35.92,34.52,33.38,33.99,35.88
1352.18,1370.84,1401.34,1451.95,1512.35,1566.50,25.56,27.48,30.05,32.43,32.41,30.72,11.56,11.39,11.62,13.16,14.99,16.44,17.25,14.60,11.13,7.13,4.15,2.33,31.97,31.13,29.96,28.72,28.11,27.81,42.18,41.17,39.78,38.64,39.28,41.19
1351.95,1370.61,1401.11,1451.72,1512.12,1566.27,25.55,27.48,30.04,32.42,32.40,30.71,11.57,11.40,11.63,13.17,15.00,16.45,17.25,14.60,11.13,7.13,4.15,2.33,31.97,31.13,29.96,28.72,28.11,27.81,42.19,41.18,39.79,38.65,39.29,41.20
843.96,860.31,887.02,931.37,984.28,1031.74,13.73,15.10,17.00,18.87,18.81,17.43,24.70,25.60,27.44,31.35,35.00,37.42,69.69,59.02,45.01,28.82,16.79,9.54,29.51,28.84,27.89,26.82,26.28,25.98,44.19,43.49,42.51,41.70,42.33,44.03
996.72,1014.87,1044.54,1093.74,1152.48,1205.14,16.52,18.09,20.29,22.41,22.35,20.81,23.69,24.50,26.23,30.03,33.63,36.05,69.24,58.62,44.71,28.62,16.67,9.46,32.86,32.11,31.02,29.83,29.23,28.90,47.64,46.82,45.72,44.79,45.46,47.34
1403.80,1422.37,1452.72,1503.08,1563.17,1617.06,33.08,35.02,37.55,39.91,39.95,38.42,7.43,7.45,7.73,8.78,9.95,10.83,17.52,14.83,11.31,7.24,4.22,2.40,36.95,36.11,34.97,33.76,33.18,32.93,29.23,28.13,26.72,25.58,26.12,27.89
1431.55,1450.17,1480.62,1531.14,1591.42,1645.48,35.89,37.82,40.37,42.72,42.78,41.29,5.22,5.16,5.28,5.98,6.80,7.46,14.12,11.95,9.12,5.84,3.40,1.94,35.70,34.86,33.74,32.53,31.94,31.66,27.99,26.89,25.46,24.32,24.86,26.62
1255.93,1274.31,1304.33,1354.17,1413.62,1466.94,21.01,22.78,25.18,27.50,27.44,25.86,16.76,17.21,18.28,20.90,23.46,25.24,34.40,29.13,22.22,14.22,8.26,4.75,35.50,34.68,33.54,32.31,31.73,31.45,41.73,40.79,39.49,38.42,39.07,40.95
1153.68,1171.87,1201.60,1250.94,1309.81,1362.61,20.33,22.04,24.39,26.60,26.56,25.00,22.69,23.45,25.06,28.68,32.14,34.47,47.92,40.58,30.94,19.81,11.54,6.55,33.42,32.60,31.49,30.29,29.70,29.40,43.51,42.62,41.39,40.38,41.02,42.86
1323.66,1341.38,1370.35,1418.41,1475.76,1527.18,19.71,21.41,23.75,25.92,25.88,24.33,10.90,11.14,11.78,13.44,15.11,16.28,23.20,19.64,14.97,9.59,5.58,3.21,32.84,32.03,30.90,29.71,29.14,28.87,42.20,41.30,40.08,39.08,39.70,41.52
1519.73,1538.43,1569.01,1619.74,1680.29,1734.58,21.11,22.85,25.42,27.80,27.70,26.03,7.25,7.35,7.70,8.77,9.90,10.72,16.56,14.02,10.69,6.84,3.98,2.22,36.10,35.25,34.04,32.72,32.14,31.83,42.85,41.89,40.56,39.45,40.12,42.02
1465.17,1483.82,1514.31,1564.89,1625.26,1679.38,27.79,29.69,32.24,34.61,34.61,33.01,7.08,7.11,7.38,8.39,9.50,10.34,14.51,12.28,9.37,5.99,3.49,2.00,34.96,34.12,32.96,31.72,31.11,30.83,36.98,35.91,34.52,33.38,33.98,35.87
1304.67,1323.28,1353.69,1404.17,1464.39,1518.40,25.58,27.48,30.00,32.35,32.33,30.72,9.86,9.67,9.81,11.11,12.67,13.93,18.35,15.53,11.84,7.59,4.41,2.49,32.09,31.23,30.08,28.85,28.25,27.93,41.82,40.79,39.44,38.32,38.93,40.85
1464.82,1483.47,1513.96,1564.55,1624.91,1679.04,27.81,29.70,32.26,34.63,34.62,33.02,7.09,7.12,7.39,8.40,9.51,10.35,14.51,12.28,9.37,6.00,3.49,2.00,34.96,34.12,32.96,31.72,31.12,30.83,36.96,35.90,34.50,33.36,33.97,35.86
1368.74,1387.31,1417.65,1467.99,1528.07,1581.95,36.02,37.93,40.40,42.68,42.73,41.29,7.33,7.30,7.52,8.53,9.68,10.58,18.11,15.33,11.69,7.49,4.36,2.48,38.10,37.27,36.16,34.96,34.41,34.18,25.12,24.04,22.68,21.58,22.08,23.74
1366.84,1385.54,1416.15,1466.86,1527.40,1581.68,20.51,22.22,24.62,27.02,26.88,25.42,9.96,9.99,10.33,11.74,13.33,14.47,10.55,8.95,6.80,4.39,2.48,1.28,34.12,33.28,32.05,30.80,30.14,29.87,45.40,44.55,43.31,42.21,42.86,44.72
1075.91,1092.93,1120.74,1166.88,1221.94,1271.31,17.57,19.09,21.19,23.19,23.14,21.70,21.42,22.14,23.69,26.99,30.04,32.05,53.17,45.02,34.33,21.99,12.80,7.26,30.64,29.96,29.01,27.97,27.41,27.11,42.73,41.89,40.73,39.77,40.38,42.14
1289.53,1307.69,1337.36,1386.61,1445.37,1498.06,21.52,23.31,25.74,27.99,27.96,26.39,10.68,10.58,10.84,12.29,13.98,15.30,19.31,16.36,12.47,7.99,4.65,2.62,32.48,31.65,30.52,29.29,28.70,28.43,43.06,42.12,40.85,39.79,40.43,42.30
871.30,885.89,909.76,949.35,996.59,1038.96,13.98,15.25,17.01,18.70,18.66,17.44,20.18,20.92,22.45,25.67,28.68,30.67,46.38,39.27,29.94,19.18,11.17,6.34,26.01,25.40,24.55,23.61,23.13,22.87,38.06,37.39,36.47,35.73,36.26,37.74
768.58,782.42,805.04,842.57,887.36,927.52,11.46,12.60,14.19,15.74,15.70,14.55,21.78,22.65,24.37,27.86,31.05,33.10,51.44,43.56,33.21,21.27,12.39,7.03,24.20,23.65,22.87,22.00,21.53,21.26,38.32,37.73,36.91,36.23,36.76,38.19
1393.04,1411.74,1442.31,1493.02,1553.55,1607.82,39.98,41.89,44.38,46.69,46.77,45.38,4.10,4.01,4.05,4.58,5.23,5.77,14.31,12.11,9.24,5.91,3.45,1.96,36.16,35.34,34.22,33.03,32.45,32.19,23.83,22.74,21.35,20.25,20.74,22.40
1432.16,1450.86,1481.44,1532.18,1592.72,1647.01,38.02,39.96,42.50,44.85,44.93,43.50,5.08,5.01,5.10,5.77,6.57,7.22,16.21,13.73,10.47,6.71,3.90,2.24,36.59,35.75,34.62,33.41,32.83,32.55,25.43,24.31,22.89,21.75,22.26,23.97
1390.08,1408.80,1439.38,1490.10,1550.66,1604.94,27.69,29.63,32.25,34.73,34.70,33.02,8.01,7.89,8.04,9.10,10.37,11.39,13.51,11.44,8.72,5.59,3.26,1.86,36.82,35.96,34.83,33.59,32.99,32.69,35.51,34.39,32.92,31.72,32.34,34.25
1362.22,1380.91,1411.50,1462.24,1522.77,1577.06,40.45,42.32,44.81,47.09,47.16,45.79,3.63,3.53,3.56,4.02,4.59,5.08,13.04,11.04,8.43,5.40,3.15,1.82,35.68,34.85,33.75,32.57,31.99,31.72,23.88,22.80,21.41,20.33,20.82,22.47
1445.74,1464.35,1494.79,1545.28,1605.54,1659.57,30.63,32.57,35.16,37.56,37.57,35.99,7.42,7.46,7.76,8.82,9.98,10.86,17.06,14.45,11.02,7.06,4.10,2.32,36.11,35.26,34.10,32.86,32.27,32.01,32.80,31.70,30.27,29.10,29.68,31.53
1321.39,1339.09,1368.04,1416.06,1473.37,1524.75,19.69,21.38,23.72,25.89,25.85,24.30,10.97,11.21,11.86,13.52,15.20,16.38,23.25,19.69,15.01,9.61,5.59,3.22,32.80,32.00,30.88,29.69,29.12,28.84,42.18,41.28,40.06,39.06,39.68,41.50
1142.36,1160.04,1188.95,1236.91,1294.14,1345.45,18.82,20.44,22.66,24.75,24.72,23.21,20.04,20.68,22.09,25.26,28.28,30.33,42.88,36.31,27.68,17.73,10.32,5.86,31.94,31.18,30.13,28.97,28.39,28.09,43.79,42.93,41.77,40.81,41.44,43.24
1330.62,1349.32,1379.89,1430.64,1491.19,1545.47,20.53,22.32,24.72,27.03,26.98,25.42,11.27,11.28,11.66,13.24,15.03,16.34,13.65,11.54,8.80,5.66,3.22,1.73,32.64,31.80,30.62,29.38,28.77,28.45,46.82,45.91,44.67,43.64,44.26,46.20
1437.30,1455.75,1485.92,1535.97,1595.71,1649.27,25.99,27.85,30.36,32.70,32.68,31.09,7.91,7.98,8.32,9.47,10.70,11.61,16.32,13.82,10.53,6.74,3.92,2.25,34.73,33.89,32.74,31.51,30.91,30.63,37.96,36.93,35.57,34.46,35.07,36.94
1437.31,1455.77,1485.94,1535.99,1595.72,1649.28,25.99,27.84,30.36,32.69,32.68,31.08,7.91,7.98,8.32,9.47,10.70,11.61,16.31,13.81,10.53,6.74,3.92,2.25,34.73,33.89,32.74,31.51,30.91,30.63,37.97,36.94,35.57,34.46,35.07,36.95
814.89,829.42,853.18,892.60,939.64,981.83,12.35,13.55,15.24,16.88,16.84,15.63,21.62,22.45,24.12,27.57,30.76,32.84,53.21,45.06,34.36,22.00,12.81,7.27,25.70,25.12,24.29,23.36,22.87,22.60,39.66,39.03,38.17,37.45,38.00,39.49
